ds,yhat,yhat_lower,yhat_upper
2024-01-01,11321.719584942153,8871.580228384706,13588.762604714126
2024-01-02,11591.039888538227,9091.784202498466,13758.652796823842
2024-01-03,11259.66102417792,8959.9431846277,13828.626136822904
2024-01-04,11525.818082185451,9025.537188576729,13894.991604203751
2024-01-05,11653.473018234137,9440.78271773383,13839.705722372428
2024-01-06,8421.714321319392,6066.116246704578,10859.060278320474
2024-01-07,6268.0794814089595,3996.0767702965227,8699.48323859291
2024-01-08,11447.385366861487,9262.173569411614,13731.530538238245
2024-01-09,11716.705670470348,9450.0112540379,14242.417448524717
2024-01-10,11385.326806104908,9047.803388526903,13688.306300840972
2024-01-11,11651.48386411518,9364.262052418997,14003.411243486838
2024-01-12,11779.138800168517,9455.216531214897,14304.080781285644
2024-01-13,8547.380103265506,6235.95553044871,10871.140770171247
2024-01-14,6393.745263344528,4081.2487140932285,8904.591029508068
2024-01-15,11573.05114879664,9241.713627373112,13990.948708507514
2024-01-16,11842.371452402469,9511.047199577088,14106.961706909879
2024-01-17,11510.992588039671,8994.19739598933,13954.8644498006
2024-01-18,11777.149645650854,9134.427144982697,14172.527639904209
2024-01-19,11904.804581305043,9458.702383826549,14381.326575624473
2024-01-20,8673.04588399902,6265.120012204685,10901.049049526413
2024-01-21,6519.411043679977,4330.180461262131,8768.254725067407
2024-01-22,11698.716928737158,9327.623518591696,14159.849245593838
2024-01-23,11968.037231938899,9565.965895235997,14233.29396333046
2024-01-24,11636.658367180871,9267.031496007643,13874.671145360004
2024-01-25,11902.815424788098,9498.179413543412,14276.874663585751
2024-01-26,12030.470360442047,9782.950495211504,14367.597836594166
2024-01-27,8798.711663136832,6454.727108650621,11375.942527316372
2024-01-28,6645.076822823063,4073.3571703701177,8950.470401131466
2024-01-29,11824.38270786401,9608.665603250154,14348.208010935941
2024-01-30,12093.703011076397,9840.962403498634,14358.912996739964
2024-01-31,11762.32414631926,9545.166481594839,14215.28073068935
2024-02-01,12028.481203933236,9644.289468565152,14398.246877581154
2024-02-02,12156.136139579054,9797.850243605153,14489.807217958438
2024-02-03,8924.377442228953,6486.866210893862,11409.285921642182
2024-02-04,6770.742601871663,4239.991785148458,9129.451994819898
2024-02-05,11950.048486881387,9565.576468469706,14199.37009292662
2024-02-06,12219.368790049039,9774.452200812544,14692.478608678586
2024-02-07,11887.989925248905,9533.67800541702,14309.578272044886
2024-02-08,12154.146982819984,9736.606304763316,14711.591037359216
2024-02-09,12281.801918432999,9669.270420300843,14562.733710271708
2024-02-10,9050.043221070582,6777.447020124897,11358.392508795308
2024-02-11,6896.408380720297,4469.712997977324,9303.331227355173
2024-02-12,12075.71426573185,9711.475993246413,14436.223089829971
2024-02-13,12345.034568896428,9906.096354571606,14685.19317952654
2024-02-14,12013.655704098941,9485.562872770035,14258.342109843803
2024-02-15,12279.812761669853,9920.3220850428,14519.699634116714
2024-02-16,12407.46769728265,9777.917687010684,14710.431873561329
2024-02-17,9175.708999916147,7005.556433675478,11394.622781327318
2024-02-18,7022.074159568932,4792.398362926374,9504.773520009787
2024-02-19,12201.380044624982,9734.871116369311,14715.010132716694
