ds,yhat,yhat_lower,yhat_upper
2024-01-01,586.7230296732321,489.32076503780394,679.5512772502237
2024-01-02,626.5265136638777,529.4265366617515,712.3440968509808
2024-01-03,611.27549851604,511.9371389599798,709.1163705333382
2024-01-04,616.245479899028,524.2075721219558,719.2006203404679
2024-01-05,702.4927020222235,607.1481067257788,800.1853255144563
2024-01-06,725.2662524416087,629.1038982934423,815.1454166235792
2024-01-07,603.852852387344,515.8107812566884,698.2187208918832
2024-01-08,596.4139188742795,505.53196480531886,699.1360928542417
2024-01-09,636.2174028651006,546.0652910779979,733.4351963196442
2024-01-10,620.9663877171334,528.4480601749931,716.1912991152512
2024-01-11,625.9363691002272,526.5338307076122,723.0960454352743
2024-01-12,712.1835912235116,616.7260153794665,811.0214525003069
2024-01-13,734.9571416430615,636.0346517100076,828.2806477640409
2024-01-14,613.5437415884635,518.9340067882787,710.7553367463263
2024-01-15,606.1048080754982,500.05409371908524,702.0264280020925
2024-01-16,645.9082920663234,548.6231160210463,739.994290205378
2024-01-17,630.6572769183426,533.7607565748044,728.6945938477634
2024-01-18,635.6272582589057,546.7507165542864,737.2065790730192
2024-01-19,721.8744803396506,630.1920568700695,817.3183634855947
2024-01-20,744.6480307164805,651.2520746499246,843.1472388944586
2024-01-21,623.2346306193033,524.5990117228323,721.1400419838286
2024-01-22,615.7956970638442,517.1610054736921,717.2402696609875
2024-01-23,655.5991810120483,557.8126186419191,750.9855702664128
2024-01-24,640.3481658216411,543.3525167901264,735.4280580179013
2024-01-25,645.3181471620832,549.6977353836361,739.1894163927855
2024-01-26,731.5653692428779,629.0189193424301,829.8713440214751
2024-01-27,754.3389196196015,653.9072809676921,839.6599222971123
2024-01-28,632.9255195224011,538.5566531156766,732.0264135524246
2024-01-29,625.4865859668697,527.4517209286577,720.338927094848
2024-01-30,665.2900699151988,565.2082048971428,758.3226160043921
2024-01-31,650.0390547247707,557.1777413783166,753.1109918756163
2024-02-01,655.009036065171,556.4286470577888,741.2449309304968
2024-02-02,741.2562581461051,638.0227433972368,840.4952995733944
2024-02-03,764.0298085232787,664.7492786914698,855.3007476413555
2024-02-04,642.6164084270313,545.1066370148733,747.3091916659923
2024-02-05,635.1774748718185,539.2045829619701,733.7505339542133
2024-02-06,674.9809588206911,586.8173554502205,768.863205668926
2024-02-07,659.7299436307643,567.941057280212,764.1908322777249
2024-02-08,664.6999249717852,560.0740734577081,759.5070320346427
2024-02-09,750.9471470529965,659.0424011361175,845.0337965984065
2024-02-10,773.7206974303924,676.5672629522811,869.2603645931126
2024-02-11,652.3072973341477,552.0571203066045,751.5812002888925
2024-02-12,644.8683637789918,548.347955264825,734.0118704311772
2024-02-13,684.6718477279018,591.5908194823668,776.6129863701077
2024-02-14,669.4208325379614,571.3158150189579,764.4942300836472
2024-02-15,674.390813879026,581.259570769121,769.3341146014822
2024-02-16,760.6380359602723,662.4113179493287,855.317395060895
